event_id,recommended_action,explanation,risk_if_ignored,generated_at
FKID000002,QUEUE_RELIEF,"Forecast queue 209 m and capacity utilization 0.38 at this site (spillover load 5.38). QUEUE_RELIEF is expected to reduce queue by 15% (31 m) and travel time by 24.0 min, lowering escalation risk from 0.16 to 0.12.",LOW — conditions stable; deferral has limited downside.,2026-06-20T02:47:06.160690+00:00
FKID000022,QUEUE_RELIEF,"Forecast queue 205 m and capacity utilization 0.70 at this site (spillover load 3.94). QUEUE_RELIEF is expected to reduce queue by 15% (31 m) and travel time by 24.8 min, lowering escalation risk from 0.22 to 0.17.",MODERATE — conditions degrading; monitor and pre-position resources.,2026-06-20T02:47:06.160690+00:00
FKID000129,DISPATCH_TOW,"Forecast queue 158 m and capacity utilization 0.39 at this site (spillover load 2.30). DISPATCH_TOW is expected to reduce queue by 21% (34 m) and travel time by 14.4 min, lowering escalation risk from 0.24 to 0.14.",MODERATE — conditions degrading; monitor and pre-position resources.,2026-06-20T02:47:06.160690+00:00
FKID000164,QUEUE_RELIEF,"Forecast queue 83 m and capacity utilization 0.31 at this site (spillover load 5.79). QUEUE_RELIEF is expected to reduce queue by 15% (12 m) and travel time by 24.0 min, lowering escalation risk from 0.18 to 0.14.",LOW — conditions stable; deferral has limited downside.,2026-06-20T02:47:06.160690+00:00
FKID000316,SIGNAL_OFFSET_ADJUST,"Forecast queue 0 m and capacity utilization 0.12 at this site (spillover load 6.09). SIGNAL_OFFSET_ADJUST is expected to reduce queue by 0% (0 m) and travel time by 22.1 min, lowering escalation risk from 0.05 to 0.03.",LOW — conditions stable; deferral has limited downside.,2026-06-20T02:47:06.160690+00:00
FKID000346,QUEUE_RELIEF,"Forecast queue 177 m and capacity utilization 0.48 at this site (spillover load 1.51). QUEUE_RELIEF is expected to reduce queue by 15% (27 m) and travel time by 25.2 min, lowering escalation risk from 0.22 to 0.18.",MODERATE — conditions degrading; monitor and pre-position resources.,2026-06-20T02:47:06.160690+00:00
FKID000528,QUEUE_RELIEF,"Forecast queue 231 m and capacity utilization 0.38 at this site (spillover load 4.07). QUEUE_RELIEF is expected to reduce queue by 15% (35 m) and travel time by 25.2 min, lowering escalation risk from 0.17 to 0.13.",LOW — conditions stable; deferral has limited downside.,2026-06-20T02:47:06.160690+00:00
FKID000842,ACTIVATE_DIVERSION,"Forecast queue 307 m and capacity utilization 0.51 at this site (spillover load 5.88). ACTIVATE_DIVERSION is expected to reduce queue by 16% (50 m) and travel time by 33.2 min, lowering escalation risk from 0.19 to 0.14.",LOW — conditions stable; deferral has limited downside.,2026-06-20T02:47:06.160690+00:00
FKID000923,QUEUE_RELIEF,"Forecast queue 118 m and capacity utilization 0.31 at this site (spillover load 5.21). QUEUE_RELIEF is expected to reduce queue by 15% (18 m) and travel time by 24.0 min, lowering escalation risk from 0.19 to 0.14.",LOW — conditions stable; deferral has limited downside.,2026-06-20T02:47:06.160690+00:00
FKID000944,SIGNAL_OFFSET_ADJUST,"Forecast queue 62 m and capacity utilization 0.20 at this site (spillover load 5.18). SIGNAL_OFFSET_ADJUST is expected to reduce queue by 7% (4 m) and travel time by 21.0 min, lowering escalation risk from 0.12 to 0.10.",LOW — conditions stable; deferral has limited downside.,2026-06-20T02:47:06.160690+00:00
FKID000968,DISPATCH_TOW,"Forecast queue 149 m and capacity utilization 0.62 at this site (spillover load 5.03). DISPATCH_TOW is expected to reduce queue by 21% (31 m) and travel time by 12.3 min, lowering escalation risk from 0.28 to 0.19.",MODERATE — conditions degrading; monitor and pre-position resources.,2026-06-20T02:47:06.160690+00:00
FKID001125,QUEUE_RELIEF,"Forecast queue 233 m and capacity utilization 0.53 at this site (spillover load 6.11). QUEUE_RELIEF is expected to reduce queue by 15% (35 m) and travel time by 24.0 min, lowering escalation risk from 0.19 to 0.15.",LOW — conditions stable; deferral has limited downside.,2026-06-20T02:47:06.160690+00:00
FKID001133,SIGNAL_OFFSET_ADJUST,"Forecast queue 171 m and capacity utilization 0.24 at this site (spillover load 6.40). SIGNAL_OFFSET_ADJUST is expected to reduce queue by 7% (12 m) and travel time by 17.4 min, lowering escalation risk from 0.11 to 0.09.",LOW — conditions stable; deferral has limited downside.,2026-06-20T02:47:06.160690+00:00
FKID001288,DISPATCH_TOW,"Forecast queue 166 m and capacity utilization 0.42 at this site (spillover load 1.59). DISPATCH_TOW is expected to reduce queue by 24% (40 m) and travel time by 16.8 min, lowering escalation risk from 0.28 to 0.17.",MODERATE — conditions degrading; monitor and pre-position resources.,2026-06-20T02:47:06.160690+00:00
FKID001489,QUEUE_RELIEF,"Forecast queue 199 m and capacity utilization 0.31 at this site (spillover load 6.28). QUEUE_RELIEF is expected to reduce queue by 15% (30 m) and travel time by 24.0 min, lowering escalation risk from 0.14 to 0.10.",LOW — conditions stable; deferral has limited downside.,2026-06-20T02:47:06.160690+00:00
FKID001592,DISPATCH_TOW,"Forecast queue 121 m and capacity utilization 0.38 at this site (spillover load 4.24). DISPATCH_TOW is expected to reduce queue by 22% (27 m) and travel time by 13.8 min, lowering escalation risk from 0.24 to 0.15.",MODERATE — conditions degrading; monitor and pre-position resources.,2026-06-20T02:47:06.160690+00:00
FKID001646,QUEUE_RELIEF,"Forecast queue 135 m and capacity utilization 0.46 at this site (spillover load 5.74). QUEUE_RELIEF is expected to reduce queue by 15% (20 m) and travel time by 26.4 min, lowering escalation risk from 0.24 to 0.19.",MODERATE — conditions degrading; monitor and pre-position resources.,2026-06-20T02:47:06.160690+00:00
FKID001693,QUEUE_RELIEF,"Forecast queue 190 m and capacity utilization 0.60 at this site (spillover load 5.11). QUEUE_RELIEF is expected to reduce queue by 15% (28 m) and travel time by 23.2 min, lowering escalation risk from 0.23 to 0.18.",MODERATE — conditions degrading; monitor and pre-position resources.,2026-06-20T02:47:06.160690+00:00
FKID001931,QUEUE_RELIEF,"Forecast queue 121 m and capacity utilization 0.31 at this site (spillover load 6.32). QUEUE_RELIEF is expected to reduce queue by 15% (18 m) and travel time by 18.5 min, lowering escalation risk from 0.20 to 0.16.",MODERATE — conditions degrading; monitor and pre-position resources.,2026-06-20T02:47:06.160690+00:00
FKID001932,QUEUE_RELIEF,"Forecast queue 233 m and capacity utilization 0.37 at this site (spillover load 6.32). QUEUE_RELIEF is expected to reduce queue by 15% (35 m) and travel time by 24.0 min, lowering escalation risk from 0.18 to 0.13.",LOW — conditions stable; deferral has limited downside.,2026-06-20T02:47:06.160690+00:00
FKID003103,DISPATCH_TOW,"Forecast queue 246 m and capacity utilization 0.63 at this site (spillover load 1.92). DISPATCH_TOW is expected to reduce queue by 22% (53 m) and travel time by 14.4 min, lowering escalation risk from 0.30 to 0.20.",MODERATE — conditions degrading; monitor and pre-position resources.,2026-06-20T02:47:06.160690+00:00
FKID003235,DISPATCH_TOW,"Forecast queue 207 m and capacity utilization 0.53 at this site (spillover load 4.77). DISPATCH_TOW is expected to reduce queue by 25% (51 m) and travel time by 14.4 min, lowering escalation risk from 0.32 to 0.20.",HIGH — escalation/capacity elevated; queue and spillover likely to grow.,2026-06-20T02:47:06.160690+00:00
FKID003897,QUEUE_RELIEF,"Forecast queue 205 m and capacity utilization 0.34 at this site (spillover load 5.24). QUEUE_RELIEF is expected to reduce queue by 15% (31 m) and travel time by 24.0 min, lowering escalation risk from 0.19 to 0.14.",LOW — conditions stable; deferral has limited downside.,2026-06-20T02:47:06.160690+00:00
FKID003911,DISPATCH_TOW,"Forecast queue 189 m and capacity utilization 0.38 at this site (spillover load 6.06). DISPATCH_TOW is expected to reduce queue by 21% (40 m) and travel time by 10.4 min, lowering escalation risk from 0.23 to 0.14.",MODERATE — conditions degrading; monitor and pre-position resources.,2026-06-20T02:47:06.160690+00:00
FKID004125,QUEUE_RELIEF,"Forecast queue 267 m and capacity utilization 0.57 at this site (spillover load 4.26). QUEUE_RELIEF is expected to reduce queue by 15% (40 m) and travel time by 24.0 min, lowering escalation risk from 0.20 to 0.16.",MODERATE — conditions degrading; monitor and pre-position resources.,2026-06-20T02:47:06.160690+00:00
FKID004401,QUEUE_RELIEF,"Forecast queue 201 m and capacity utilization 0.40 at this site (spillover load 1.61). QUEUE_RELIEF is expected to reduce queue by 15% (30 m) and travel time by 25.0 min, lowering escalation risk from 0.18 to 0.14.",LOW — conditions stable; deferral has limited downside.,2026-06-20T02:47:06.160690+00:00
FKID004408,QUEUE_RELIEF,"Forecast queue 181 m and capacity utilization 0.32 at this site (spillover load 3.23). QUEUE_RELIEF is expected to reduce queue by 15% (27 m) and travel time by 20.9 min, lowering escalation risk from 0.10 to 0.07.",LOW — conditions stable; deferral has limited downside.,2026-06-20T02:47:06.160690+00:00
FKID004492,SIGNAL_OFFSET_ADJUST,"Forecast queue 172 m and capacity utilization 0.28 at this site (spillover load 4.60). SIGNAL_OFFSET_ADJUST is expected to reduce queue by 8% (13 m) and travel time by 16.0 min, lowering escalation risk from 0.09 to 0.07.",LOW — conditions stable; deferral has limited downside.,2026-06-20T02:47:06.160690+00:00
FKID004519,SIGNAL_OFFSET_ADJUST,"Forecast queue 184 m and capacity utilization 0.29 at this site (spillover load 3.16). SIGNAL_OFFSET_ADJUST is expected to reduce queue by 8% (15 m) and travel time by 22.1 min, lowering escalation risk from 0.08 to 0.06.",LOW — conditions stable; deferral has limited downside.,2026-06-20T02:47:06.160690+00:00
FKID004531,DISPATCH_TOW,"Forecast queue 184 m and capacity utilization 0.56 at this site (spillover load 2.72). DISPATCH_TOW is expected to reduce queue by 22% (40 m) and travel time by 12.7 min, lowering escalation risk from 0.29 to 0.19.",MODERATE — conditions degrading; monitor and pre-position resources.,2026-06-20T02:47:06.160690+00:00
FKID004694,SIGNAL_OFFSET_ADJUST,"Forecast queue 95 m and capacity utilization 0.25 at this site (spillover load 2.90). SIGNAL_OFFSET_ADJUST is expected to reduce queue by 7% (7 m) and travel time by 15.3 min, lowering escalation risk from 0.11 to 0.09.",LOW — conditions stable; deferral has limited downside.,2026-06-20T02:47:06.160690+00:00
FKID004711,DISPATCH_TOW,"Forecast queue 182 m and capacity utilization 0.54 at this site (spillover load 2.10). DISPATCH_TOW is expected to reduce queue by 24% (44 m) and travel time by 12.7 min, lowering escalation risk from 0.31 to 0.20.",HIGH — escalation/capacity elevated; queue and spillover likely to grow.,2026-06-20T02:47:06.160690+00:00
FKID004806,SIGNAL_OFFSET_ADJUST,"Forecast queue 66 m and capacity utilization 0.19 at this site (spillover load 2.47). SIGNAL_OFFSET_ADJUST is expected to reduce queue by 8% (5 m) and travel time by 14.6 min, lowering escalation risk from 0.06 to 0.04.",LOW — conditions stable; deferral has limited downside.,2026-06-20T02:47:06.160690+00:00
FKID004829,SIGNAL_OFFSET_ADJUST,"Forecast queue 135 m and capacity utilization 0.27 at this site (spillover load 3.78). SIGNAL_OFFSET_ADJUST is expected to reduce queue by 7% (10 m) and travel time by 17.0 min, lowering escalation risk from 0.13 to 0.11.",LOW — conditions stable; deferral has limited downside.,2026-06-20T02:47:06.160690+00:00
FKID004967,ACTIVATE_DIVERSION,"Forecast queue 176 m and capacity utilization 0.73 at this site (spillover load 3.11). ACTIVATE_DIVERSION is expected to reduce queue by 18% (32 m) and travel time by 36.4 min, lowering escalation risk from 0.18 to 0.13.",MODERATE — conditions degrading; monitor and pre-position resources.,2026-06-20T02:47:06.160690+00:00
FKID005079,QUEUE_RELIEF,"Forecast queue 227 m and capacity utilization 0.45 at this site (spillover load 3.34). QUEUE_RELIEF is expected to reduce queue by 15% (34 m) and travel time by 30.8 min, lowering escalation risk from 0.23 to 0.18.",MODERATE — conditions degrading; monitor and pre-position resources.,2026-06-20T02:47:06.160690+00:00
FKID005137,DISPATCH_TOW,"Forecast queue 191 m and capacity utilization 0.39 at this site (spillover load 0.41). DISPATCH_TOW is expected to reduce queue by 22% (42 m) and travel time by 14.0 min, lowering escalation risk from 0.25 to 0.15.",MODERATE — conditions degrading; monitor and pre-position resources.,2026-06-20T02:47:06.160690+00:00
FKID005194,ACTIVATE_DIVERSION,"Forecast queue 112 m and capacity utilization 0.39 at this site (spillover load 2.96). ACTIVATE_DIVERSION is expected to reduce queue by 14% (16 m) and travel time by 33.3 min, lowering escalation risk from 0.26 to 0.20.",MODERATE — conditions degrading; monitor and pre-position resources.,2026-06-20T02:47:06.160690+00:00
FKID005244,QUEUE_RELIEF,"Forecast queue 35 m and capacity utilization 0.37 at this site (spillover load 1.65). QUEUE_RELIEF is expected to reduce queue by 15% (5 m) and travel time by 23.2 min, lowering escalation risk from 0.28 to 0.23.",MODERATE — conditions degrading; monitor and pre-position resources.,2026-06-20T02:47:06.160690+00:00
FKID005593,DISPATCH_TOW,"Forecast queue 180 m and capacity utilization 0.28 at this site (spillover load 3.34). DISPATCH_TOW is expected to reduce queue by 18% (33 m) and travel time by 14.4 min, lowering escalation risk from 0.16 to 0.09.",LOW — conditions stable; deferral has limited downside.,2026-06-20T02:47:06.160690+00:00
FKID005996,SIGNAL_OFFSET_ADJUST,"Forecast queue 114 m and capacity utilization 0.29 at this site (spillover load 3.98). SIGNAL_OFFSET_ADJUST is expected to reduce queue by 7% (8 m) and travel time by 19.0 min, lowering escalation risk from 0.12 to 0.10.",LOW — conditions stable; deferral has limited downside.,2026-06-20T02:47:06.160690+00:00
FKID006015,QUEUE_RELIEF,"Forecast queue 188 m and capacity utilization 0.33 at this site (spillover load 6.33). QUEUE_RELIEF is expected to reduce queue by 15% (28 m) and travel time by 23.3 min, lowering escalation risk from 0.14 to 0.10.",LOW — conditions stable; deferral has limited downside.,2026-06-20T02:47:06.160690+00:00
FKID006340,QUEUE_RELIEF,"Forecast queue 197 m and capacity utilization 0.42 at this site (spillover load 2.93). QUEUE_RELIEF is expected to reduce queue by 15% (29 m) and travel time by 29.9 min, lowering escalation risk from 0.21 to 0.16.",MODERATE — conditions degrading; monitor and pre-position resources.,2026-06-20T02:47:06.160690+00:00
FKID006361,QUEUE_RELIEF,"Forecast queue 214 m and capacity utilization 0.50 at this site (spillover load 2.48). QUEUE_RELIEF is expected to reduce queue by 15% (32 m) and travel time by 25.3 min, lowering escalation risk from 0.16 to 0.12.",LOW — conditions stable; deferral has limited downside.,2026-06-20T02:47:06.160690+00:00
FKID006514,QUEUE_RELIEF,"Forecast queue 200 m and capacity utilization 0.64 at this site (spillover load 4.38). QUEUE_RELIEF is expected to reduce queue by 15% (30 m) and travel time by 24.0 min, lowering escalation risk from 0.21 to 0.16.",MODERATE — conditions degrading; monitor and pre-position resources.,2026-06-20T02:47:06.160690+00:00
FKID006955,QUEUE_RELIEF,"Forecast queue 202 m and capacity utilization 0.49 at this site (spillover load 5.59). QUEUE_RELIEF is expected to reduce queue by 15% (30 m) and travel time by 20.9 min, lowering escalation risk from 0.21 to 0.17.",MODERATE — conditions degrading; monitor and pre-position resources.,2026-06-20T02:47:06.160690+00:00
FKID007137,DISPATCH_TOW,"Forecast queue 184 m and capacity utilization 0.28 at this site (spillover load 4.78). DISPATCH_TOW is expected to reduce queue by 18% (34 m) and travel time by 14.9 min, lowering escalation risk from 0.17 to 0.10.",LOW — conditions stable; deferral has limited downside.,2026-06-20T02:47:06.160690+00:00
FKID007189,QUEUE_RELIEF,"Forecast queue 240 m and capacity utilization 0.38 at this site (spillover load 1.57). QUEUE_RELIEF is expected to reduce queue by 15% (36 m) and travel time by 22.5 min, lowering escalation risk from 0.11 to 0.07.",LOW — conditions stable; deferral has limited downside.,2026-06-20T02:47:06.160690+00:00
FKID007660,QUEUE_RELIEF,"Forecast queue 101 m and capacity utilization 0.40 at this site (spillover load 5.76). QUEUE_RELIEF is expected to reduce queue by 15% (15 m) and travel time by 28.2 min, lowering escalation risk from 0.20 to 0.15.",LOW — conditions stable; deferral has limited downside.,2026-06-20T02:47:06.160690+00:00
FKID008103,DISPATCH_TOW,"Forecast queue 250 m and capacity utilization 0.55 at this site (spillover load 2.71). DISPATCH_TOW is expected to reduce queue by 26% (65 m) and travel time by 12.2 min, lowering escalation risk from 0.34 to 0.22.",HIGH — escalation/capacity elevated; queue and spillover likely to grow.,2026-06-20T02:47:06.160690+00:00
